contig ID,length,best subject sequence ID,taxonomy,percentage of identitcal matches,e-value,alignment length,number of mismatches,number of gap openings,start of alignment in query,end of alignment in query,start of alignment in subject,end of alignment in subject,bitscore
k141_453770,1062,AVX53637.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",31.2,2.40E-28,365,217,11,10,1059,202,547,136.3
k141_453971,472,"AXL64612.1 RNA-dependent RNA polymerase protein, partial [Chicken picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Chicken picobirnavirus",81.5,2.10E-69,146,27,0,2,439,274,419,271.6
k141_454105,1627,AVX53268.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",66.2,6.70E-208,532,168,5,1601,12,1,522,733.4
k141_454156,637,YP_009553306.1 RNA-dependent RNA polymerase [Picobirnavirus sp.],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Picobirnavirus sp.",57.5,1.50E-59,207,80,4,614,3,1,202,239.2
k141_454455,1123,YP_009351841.1 putative RNA-dependent RNA polymerase [Otarine picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Otarine picobirnavirus",67.6,1.80E-148,364,115,1,1100,18,169,532,535.4
k141_45451,663,AWY10941.1 coat protein [Sclerotinia sclerotiorum partitivirus 2],"root,Viruses,Riboviria,Partitiviridae,unclassified Partitiviridae,Sclerotinia sclerotiorum partitivirus 2",58.1,4.50E-62,217,91,0,3,653,3,219,247.7
k141_454517,701,YP_009389484.1 RNA-dependent RNA polymerase [Picobirnavirus dog/KNA/2015],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Picobirnavirus dog/KNA/2015",60.8,6.90E-77,232,84,1,700,26,299,530,297
k141_454570,510,AWY06877.1 PGRP protein [Siphoviridae sp.],"root,Viruses,Caudovirales,Siphoviridae,unclassified Siphoviridae,Siphoviridae sp.",79.4,8.60E-69,170,30,2,1,510,222,386,269.6
k141_454704,1674,AXF38744.1 RNA-dependent RNA polymerase [Shelduck picobirnavirus I],"root,Viruses,Riboviria,Picobirnaviridae,unclassified Picobirnaviridae,Shelduck picobirnavirus I",80.6,5.00E-259,535,100,1,52,1656,1,531,903.3
k141_454744,414,AXL64617.1 RNA-dependent RNA polymerase protein [Chicken picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Chicken picobirnavirus",81.1,5.30E-61,132,24,1,410,18,404,535,243.4
k141_454939,319,AVX53815.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",49.1,4.60E-20,106,52,2,317,3,222,326,107.1
k141_45510,1113,"AVX53294.1 RNA-dependent RNA polymerase, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",73.5,5.50E-153,359,95,0,3,1079,171,529,550.4
k141_455319,519,ASG92546.1 putative structural protein [Picornavirales Q_sR_OV_023],"root,Viruses,Riboviria,Picornavirales,unclassified Picornavirales,Picornavirales Q_sR_OV_023",62.8,6.50E-56,172,63,1,1,516,602,772,226.9
k141_45620,4101,APA19831.1 ORF1a [Rodent astrovirus],"root,Viruses,Riboviria,Astroviridae,Mamastrovirus,unclassified Mamastrovirus,Rodent astrovirus",52.4,1.10E-254,933,407,12,8,2722,1,924,890.2
k141_456742,460,"AYU49213.1 putative RNA polymerase, partial [Nai virus]","root,Viruses,unclassified viruses,Nai virus",41.2,4.90E-23,153,86,3,2,457,218,367,117.5
k141_456762,996,AVX53289.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",76.7,9.90E-154,330,77,0,5,994,48,377,552.7
k141_456976,368,YP_009012659.1 gp078 [Rhodococcus phage ReqiPoco6],"root,Viruses,Caudovirales,Siphoviridae,Pepyhexavirus,Rhodococcus virus Poco6,Rhodococcus phage ReqiPoco6",43.5,1.60E-21,124,62,2,355,2,1,122,112.1
k141_457018,713,YP_009505615.1 polyprotein [Kunsagivirus A],"root,Viruses,Riboviria,Picornavirales,Picornaviridae,Kunsagivirus,Kunsagivirus A",77.1,5.30E-93,236,52,1,713,6,1265,1498,350.5
k141_457029,375,ALS03621.1 VP1 [Gokushovirus WZ-2015a],"root,Viruses,Microviridae,Gokushovirinae,unclassified Gokushovirinae,Gokushovirus WZ-2015a",46.9,5.10E-10,81,43,0,245,3,1,81,73.9
k141_457083,321,"AIS37555.1 RNA-dependent RNA polymerase, partial [Cytospora ribis mitovirus 1]","root,Viruses,Riboviria,Narnaviridae,Mitovirus,unclassified Mitovirus,Cytospora ribis mitovirus 1",50.7,2.80E-09,73,35,1,320,105,199,271,71.2
k141_457249,390,ATP66732.1 hemagglutinin-esterase protein [Rodent coronavirus],"root,Viruses,Riboviria,Nidovirales,Cornidovirineae,Coronaviridae,Coronavirinae,unclassified coronaviruses,Rodent coronavirus",70.8,2.90E-48,130,38,0,1,390,169,298,201.1
k141_457282,656,AXF52089.1 major capsid protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",42.3,5.50E-28,213,113,6,655,26,142,347,134.4
k141_45741,1744,"AVX53567.1 putative capsid, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",30,1.90E-43,433,259,10,394,1683,45,436,187.2
k141_457422,378,BBJ35814.1 RNA polymerase [Apple chlorotic leaf spot virus],"root,Viruses,Riboviria,Tymovirales,Betaflexiviridae,Trivirinae,Trichovirus,Apple chlorotic leaf spot virus",98.4,1.40E-63,125,2,0,376,2,304,428,251.9
k141_457482,572,AVX53292.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",61.3,2.70E-63,191,73,1,1,570,184,374,251.5
k141_457731,552,YP_009329982.1 hypothetical protein 1 [Hubei sobemo-like virus 9],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Hubei sobemo-like virus 9",51.6,9.40E-37,182,80,6,3,533,285,463,163.3
k141_457787,735,AWY06876.1 peptidase G2 [Siphoviridae sp.],"root,Viruses,Caudovirales,Siphoviridae,unclassified Siphoviridae,Siphoviridae sp.",54.8,8.40E-33,115,52,0,6,350,472,586,150.6
k141_457836,563,CCX65316.1 putative virion core protein (Lumpy skin disease virus) [Prevotella sp. CAG:1058],"root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,environmental samples,Prevotella sp. CAG:1058",47.2,5.60E-29,176,83,3,12,521,197,368,137.5
k141_458130,2620,"AVX53825.1 putative capsid, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",43.6,9.40E-95,445,238,6,1384,50,1,432,358.2
k141_458214,330,YP_009336567.1 hypothetical protein [Hubei picorna-like virus 49],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Hubei picorna-like virus 49",48.6,1.50E-18,107,54,1,3,320,2741,2847,102.1
k141_458672,362,AXQ62707.1 DNA polymerase I [Bacteroides phage crAss001],"root,Viruses,Caudovirales,Podoviridae,unclassified Podoviridae,crAss-like viruses,Bacteroides phage crAss001",47.7,1.90E-30,149,49,1,362,3,87,235,141.7
k141_458681,423,"XP_015992443.1 PREDICTED: endogenous retrovirus group K member 9 Pol protein-like, partial [Rousettus aegyptiacus]","root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Laurasiatheria,Chiroptera,Megachiroptera,Pteropodidae,Pteropodinae,Rousettus,Rousettus aegyptiacus",64.5,3.80E-14,62,18,1,112,285,286,347,87.8
k141_4589,440,AXF52802.1 major capsid protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",37.3,7.20E-16,142,79,3,2,421,70,203,93.6
k141_45895,823,AVX53268.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",66.9,2.90E-98,266,83,2,24,821,250,510,368.2
k141_459410,349,AWY06854.1 hypothetical protein [Siphoviridae sp.],"root,Viruses,Caudovirales,Siphoviridae,unclassified Siphoviridae,Siphoviridae sp.",67.8,3.50E-29,118,35,2,1,348,8,124,137.5
k141_459568,1587,AVX53264.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",66.4,4.20E-207,538,157,1,36,1577,9,546,730.7
k141_459670,917,ALL29321.1 RNA-dependent RNA polymerase [Human picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,Human picobirnavirus",61.7,1.40E-101,303,111,3,907,2,116,414,379.4
k141_459723,617,AVX53264.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",71.3,1.30E-79,202,57,1,11,616,134,334,305.8
k141_459842,469,AXF52273.1 major capsid protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",50.5,4.10E-17,93,39,1,165,443,9,94,97.8
k141_460048,873,YP_009505615.1 polyprotein [Kunsagivirus A],"root,Viruses,Riboviria,Picornavirales,Picornaviridae,Kunsagivirus,Kunsagivirus A",84.8,6.00E-139,290,44,0,2,871,491,780,503.4
k141_46020,555,YP_009272812.1 polyprotein [Washington bat picornavirus],"root,Viruses,Riboviria,Picornavirales,Picornaviridae,unclassified Picornaviridae,Washington bat picornavirus",30.2,8.60E-06,149,100,3,522,88,405,553,60.5
k141_460289,619,"BBC20586.1 capsid protein, partial [Picobirnavirus sp.]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Picobirnavirus sp.",71.9,7.30E-06,32,9,0,523,618,75,106,60.8
k141_4604,1952,AOW41972.1 RNA-dependent RNA polymerase [Picobirnavirus sp.],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Picobirnavirus sp.",40.2,7.80E-86,460,252,11,1344,7,19,469,328.2
k141_460454,311,"AVX53798.1 putative capsid, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",43.8,5.60E-15,105,55,1,8,310,49,153,90.1
k141_460502,729,"AWV67001.1 RdRp, partial [Lysoka partiti-like virus]","root,Viruses,Riboviria,Picobirnaviridae,unclassified Picobirnaviridae,Lysoka partiti-like virus",47.3,4.00E-51,239,118,3,709,2,262,495,211.5
k141_460977,392,YP_009333261.1 RNA-dependent RNA polymerase [Beihai narna-like virus 23],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Beihai narna-like virus 23",37.6,1.80E-13,93,52,1,6,266,667,759,85.5
k141_461143,411,"AVX29481.1 polyprotein, partial [Marmot cardiovirus]","root,Viruses,Riboviria,Picornavirales,Picornaviridae,Cardiovirus,unclassified Cardiovirus,Marmot cardiovirus",66.1,2.40E-37,118,40,0,395,42,692,809,164.9
k141_461183,934,AXF38746.1 capsid protein [Shelduck picobirnavirus I],"root,Viruses,Riboviria,Picobirnaviridae,unclassified Picobirnaviridae,Shelduck picobirnavirus I",52.7,8.60E-83,294,128,3,55,933,96,379,317
k141_461256,289,ATY47698.1 polyprotein [Picornavirales sp.],"root,Viruses,Riboviria,Picornavirales,unclassified Picornavirales,Picornavirales sp.",63.7,1.50E-25,91,33,0,2,274,931,1021,125.2
k141_461378,899,AXQ62722.1 hypothetical protein crAss001_79 [Bacteroides phage crAss001],"root,Viruses,Caudovirales,Podoviridae,unclassified Podoviridae,crAss-like viruses,Bacteroides phage crAss001",53.1,3.10E-29,130,60,1,691,305,1,130,139
k141_461644,891,YP_009551568.1 RNA polymerase [Tea plant line pattern virus],"root,Viruses,Riboviria,Bromoviridae,Ilarvirus,unclassified Ilarvirus,Tea plant line pattern virus",58.1,5.00E-88,291,110,4,25,891,382,662,334.3
k141_461724,612,YP_008873388.1 hypothetical protein [Bacillus phage vB_BanS-Tsamsa],"root,Viruses,Caudovirales,Siphoviridae,unclassified Siphoviridae,Bacillus phage vB_BanS-Tsamsa",27.6,5.60E-06,145,90,4,89,514,309,441,61.2
k141_462166,410,AWY06881.1 helicase [Siphoviridae sp.],"root,Viruses,Caudovirales,Siphoviridae,unclassified Siphoviridae,Siphoviridae sp.",84.6,2.10E-62,136,21,0,1,408,175,310,248.1
k141_46225,2337,AVX53643.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",35.6,1.10E-62,424,232,10,1354,98,34,421,251.5
k141_462630,2391,AVX53337.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",34.2,8.10E-77,585,327,16,1708,35,14,567,298.5
k141_463130,615,AWY06877.1 PGRP protein [Siphoviridae sp.],"root,Viruses,Caudovirales,Siphoviridae,unclassified Siphoviridae,Siphoviridae sp.",86.2,6.90E-89,196,24,2,588,4,157,350,336.7
k141_463220,359,"AVX53819.1 putative capsid, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",63.2,8.20E-34,114,42,0,17,358,187,300,152.9
k141_463498,328,AWN05966.1 hypothetical protein SEA_RAVENPUFF_9 [Streptomyces phage RavenPuff],"root,Viruses,Caudovirales,Siphoviridae,Scapunavirus,unclassified Scapunavirus,Streptomyces phage PherryCruz",45.5,2.90E-09,77,41,1,242,12,3,78,71.2
k141_463695,6526,AXF52266.1 major capsid protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",34.4,1.90E-88,716,404,19,2030,3,1,690,338.6
k141_463812,856,AXH73511.1 major capsid protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",47.9,2.20E-61,303,133,8,856,2,167,462,245.7
k141_464276,392,"AVD54028.1 capsid, partial [Macaque picobirnavirus 3]","root,Viruses,Riboviria,Picobirnaviridae,unclassified Picobirnaviridae,Macaque picobirnavirus 3",51.2,2.60E-25,125,61,0,380,6,274,398,124.8
k141_464433,1128,YP_009505615.1 polyprotein [Kunsagivirus A],"root,Viruses,Riboviria,Picornavirales,Picornaviridae,Kunsagivirus,Kunsagivirus A",69.9,3.60E-144,385,105,4,1128,1,1402,1784,521.2
k141_464467,421,"AVX53819.1 putative capsid, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",54,5.70E-34,139,62,2,417,4,190,327,153.7
k141_46452,684,AVX53278.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",68.9,3.60E-86,219,67,1,668,15,313,531,327.8
k141_464689,468,ALN97881.1 contractile tail sheath structural protein [Bacillus phage vB_BpuM-BpSp],"root,Viruses,Caudovirales,Myoviridae,unclassified Myoviridae,Bacillus phage vB_BpuM-BpSp",34.8,1.70E-10,112,63,3,4,330,183,287,75.9
k141_464781,465,AXH76320.1 replication initiator protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",46,5.90E-24,124,63,1,462,91,103,222,120.6
k141_464864,4113,"AMQ23539.1 replicase, partial [Leviviridae sp.]","root,Viruses,Riboviria,Leviviridae,unclassified Leviviridae,Leviviridae sp.",30.2,6.70E-47,587,356,13,2195,3802,12,595,199.9
k141_465009,486,"AVD97064.1 RNA-dependent RNA polymerase, partial [Picobirnavirus sp.]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Picobirnavirus sp.",62.8,8.50E-50,164,54,3,2,484,121,280,206.5
k141_465038,755,APZ82876.1 putative DNA polymerase III epsilon chain [Flavobacterium phage FL-1],"root,Viruses,Caudovirales,Myoviridae,Ficleduovirus,unclassified Ficleduovirus,Flavobacterium phage FL-1",32.1,4.90E-20,196,122,5,31,618,1,185,108.2
k141_465093,332,AYN75549.1 structural protein [Halhan virus 1],"root,Viruses,unclassified viruses,Halhan virus 1",50.6,1.30E-12,87,42,1,331,71,639,724,82.4
k141_465435,899,AXF52490.1 putative flagellin-like protein [Siphoviridae sp.],"root,Viruses,Caudovirales,Siphoviridae,unclassified Siphoviridae,Siphoviridae sp.",25.9,3.40E-20,313,169,7,893,3,354,619,109
k141_465585,1674,AXF38749.1 RNA-dependent RNA polymerase [Shelduck picobirnavirus II],"root,Viruses,Riboviria,Picobirnaviridae,unclassified Picobirnaviridae,Shelduck picobirnavirus II",63.5,1.10E-200,537,186,2,31,1632,1,530,709.5
k141_465817,1154,AXF38744.1 RNA-dependent RNA polymerase [Shelduck picobirnavirus I],"root,Viruses,Riboviria,Picobirnaviridae,unclassified Picobirnaviridae,Shelduck picobirnavirus I",64.9,1.50E-129,353,123,1,94,1152,4,355,472.6
k141_466077,1756,AVX53268.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",61.4,3.80E-193,531,189,3,148,1728,2,520,684.5
k141_466402,743,AXH74502.1 hypothetical protein [CrAssphage sp.],"root,Viruses,Caudovirales,Podoviridae,unclassified Podoviridae,crAss-like viruses,CrAssphage sp.",47.2,3.90E-38,163,86,0,556,68,4,166,168.3
k141_467119,3845,"AOY34458.1 polyprotein, partial [Rolda virus]","root,Viruses,unclassified viruses,Rolda virus",24.9,9.60E-88,1283,798,39,34,3792,1262,2408,335.5
k141_467126,821,AXF52089.1 major capsid protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",68,1.20E-75,203,63,1,760,158,2,204,293.1
k141_467206,1683,AOW41964.1 capsid protein [Picobirnavirus sp.],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Picobirnavirus sp.",45.1,7.90E-79,401,187,9,337,1503,51,430,304.7
k141_467320,384,"AVD54042.1 capsid, partial [Macaque picobirnavirus 10]","root,Viruses,Riboviria,Picobirnaviridae,unclassified Picobirnaviridae,Macaque picobirnavirus 10",48.8,1.30E-29,127,64,1,383,3,190,315,139
k141_46779,445,ATY47698.1 polyprotein [Picornavirales sp.],"root,Viruses,Riboviria,Picornavirales,unclassified Picornavirales,Picornavirales sp.",71.4,1.30E-57,147,42,0,2,442,1130,1276,232.3
k141_468063,733,YP_005352912.1 RNA dependent RNA polymerase [Clitocybe odora virus],"root,Viruses,Riboviria,Narnaviridae,Mitovirus,unclassified Mitovirus,Clitocybe odora virus",43.3,9.30E-08,90,44,2,733,485,443,532,67.4
k141_468125,391,ATY47698.1 polyprotein [Picornavirales sp.],"root,Viruses,Riboviria,Picornavirales,unclassified Picornavirales,Picornavirales sp.",86.9,3.20E-63,130,17,0,391,2,510,639,250.8
k141_46817,408,ATY47698.1 polyprotein [Picornavirales sp.],"root,Viruses,Riboviria,Picornavirales,unclassified Picornavirales,Picornavirales sp.",71.1,1.00E-51,135,39,0,2,406,1130,1264,212.6
k141_46876,527,AYR18604.1 replicase polyprotein [Betacoronavirus sp.],"root,Viruses,Riboviria,Nidovirales,Cornidovirineae,Coronaviridae,Orthocoronavirinae,Betacoronavirus,unclassified Betacoronavirus,Betacoronavirus sp.",98.3,3.30E-100,175,3,0,2,526,5295,5469,374
k141_468803,818,AYQ58142.1 putative VP4 [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",32.8,4.60E-16,192,113,8,596,30,1,179,95.1
k141_468827,1102,AVX53341.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",54,2.00E-99,367,149,8,1101,19,202,554,372.5
k141_46887,361,QCF41169.1 polyprotein [Rodent Cardiovirus],"root,Viruses,Riboviria,Picornavirales,Picornaviridae,Cardiovirus,unclassified Cardiovirus,Rodent Cardiovirus",75,8.80E-44,116,29,0,349,2,1827,1942,186
k141_468937,2640,AVX53318.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",47.7,5.20E-133,575,260,12,973,2637,7,560,485.3
k141_469160,1402,AVX53379.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",50.7,2.80E-45,213,94,5,770,1402,16,219,193
k141_469401,334,QBA69889.1 RNA-dependent RNA polymerase [Botrytis cinerea victorivirus 1],"root,Viruses,Riboviria,Totiviridae,Victorivirus,unclassified Victorivirus,Botrytis cinerea victorivirus 1",59.5,7.70E-26,111,43,2,4,333,102,211,126.3
k141_469539,355,ASR79643.1 hypothetical protein OTK52_237 [Bacillus phage OTooleKemple52],"root,Viruses,Caudovirales,Herelleviridae,Bastillevirinae,Bastillevirus,unclassified Bastillevirus,Bacillus phage Kamfam",47.4,6.50E-07,57,24,1,318,166,2,58,63.5
k141_469540,597,AXF52694.1 zonula occludens toxin [Inoviridae sp.],"root,Viruses,Inoviridae,unclassified Inoviridae,Inoviridae sp.",59.6,6.50E-52,171,67,1,1,513,58,226,213.8
k141_470059,1021,APA28772.1 NSP2 [Rotavirus A],"root,Viruses,Riboviria,Reoviridae,Sedoreovirinae,Rotavirus,Rotavirus A",52.5,3.10E-94,318,149,2,15,965,1,317,355.1
k141_47027,838,APG78298.1 RdRp [Hubei partiti-like virus 54],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Hubei partiti-like virus 54",35.9,1.20E-24,181,107,3,11,547,235,408,123.6
k141_470354,627,YP_009303697.1 ORF1 [Lishi Spider Virus 2],"root,Viruses,Riboviria,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,Lispiviridae,Arlivirus,Lishi arlivirus,Lishi Spider Virus 2",66.7,3.80E-10,51,17,0,162,10,7,57,75.1
k141_470561,659,AVX53300.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",62,3.70E-64,221,71,4,635,3,1,218,254.6
k141_470803,1868,AVA30701.1 RNA-dependent RNA polymerase [Picobirnavirus sp.],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Picobirnavirus sp.",67.9,1.40E-214,533,168,2,235,1827,1,532,755.7
k141_470885,989,AXH76320.1 replication initiator protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",41,9.20E-19,134,66,2,588,989,17,137,104.4
k141_471067,1219,YP_009620009.1 hypothetical protein DLP05_115 [Stenotrophomonas phage vB_SmaS_DLP_5],"root,Viruses,Caudovirales,Siphoviridae,Delepquintavirus,Stenotrophomonas virus DLP5,Stenotrophomonas phage vB_SmaS_DLP_5",42,1.40E-08,88,51,0,870,607,11,98,70.9
k141_471109,434,AVR55779.1 hypothetical protein [Campylobacter phage CP39],"root,Viruses,Caudovirales,Myoviridae,Eucampyvirinae,Fletchervirus,unclassified Fletchervirus,Campylobacter phage CP39",54.2,2.20E-33,142,61,2,432,7,252,389,151.8
k141_472123,997,YP_009552136.1 polyprotein [Marmot sapelovirus 1],"root,Viruses,Riboviria,Picornavirales,Picornaviridae,Sapelovirus,unclassified Sapelovirus,Marmot sapelovirus 1",51.2,3.20E-96,334,161,2,1,996,1625,1958,361.7
k141_472201,478,"AXL64616.1 RNA-dependent RNA polymerase protein, partial [Chicken picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Chicken picobirnavirus",79.8,5.10E-55,129,26,0,389,3,1,129,223.8
k141_472292,465,AVX53407.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",42.6,2.20E-18,148,72,3,460,26,311,448,102.1
k141_472380,458,AVX53276.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",79.6,9.10E-70,152,31,0,1,456,374,525,272.7
k141_472544,2794,AVX53463.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",34.6,1.50E-85,602,344,13,1038,2774,13,587,327.8
k141_472628,977,ATY47698.1 polyprotein [Picornavirales sp.],"root,Viruses,Riboviria,Picornavirales,unclassified Picornavirales,Picornavirales sp.",64,2.60E-114,325,110,3,977,3,648,965,421.8
k141_473370,524,"ACZ54928.1 polyprotein, partial [Mulberry endornavirus 1]","root,Viruses,Riboviria,Endornaviridae,unclassified Endornaviridae,Mulberry endornavirus 1",57.7,2.20E-27,104,44,0,199,510,132,235,132.1
k141_473650,2607,AVX53603.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",44,6.00E-118,561,293,10,1779,124,1,549,435.3
k141_473753,483,"ASM94097.1 putative RNA-dependent RNA polymerase, partial [Barns Ness serrated wrack narna-like virus 1]","root,Viruses,Riboviria,Narnaviridae,unclassified Narnaviridae,Barns Ness serrated wrack narna-like virus 1",29.9,8.00E-08,137,80,5,419,12,356,477,67
k141_473956,792,APG77679.1 hypothetical protein [Hubei negev-like virus 1],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Hubei negev-like virus 1",49.6,2.00E-64,264,126,3,2,772,307,570,255.8
k141_474321,1363,ASG92546.1 putative structural protein [Picornavirales Q_sR_OV_023],"root,Viruses,Riboviria,Picornavirales,unclassified Picornavirales,Picornavirales Q_sR_OV_023",58.6,6.60E-124,399,155,6,1360,179,500,893,454.1
k141_474323,779,"ASM94098.1 putative RNA-dependent RNA polymerase, partial [Barns Ness serrated wrack narna-like virus 2]","root,Viruses,Riboviria,Narnaviridae,unclassified Narnaviridae,Barns Ness serrated wrack narna-like virus 2",29.2,5.40E-14,264,156,10,757,2,5,249,88.2
